ENSG00000142207	ENSP00000372199
ENSG00000178394	ENSP00000316244
ENSG00000158301	ENSP00000437872
ENSG00000136866	ENSP00000452552
ENSG00000186260	ENSP00000339086
ENSG00000132854	ENSP00000360195
ENSG00000196296	ENSP00000349595
ENSG00000213625	ENSP00000483521
ENSG00000149380	ENSP00000401749
ENSG00000071626	ENSP00000233078
ENSG00000075223	ENSP00000265361
ENSG00000104687	ENSP00000221130
ENSG00000167601	ENSP00000301178
ENSG00000133863	ENSP00000256246
ENSG00000158050	ENSP00000288943
ENSG00000109971	ENSP00000432083
ENSG00000092208	ENSP00000308533
ENSG00000134153	ENSP00000256545
ENSG00000140199	ENSP00000346112
ENSG00000156510	ENSP00000346643
ENSG00000104299	ENSP00000429065
ENSG00000168944	ENSP00000303058
ENSG00000131845	ENSP00000375586
ENSG00000079332	ENSP00000362339
ENSG00000120254	ENSP00000478253
ENSG00000175305	ENSP00000429089
ENSG00000179562	ENSP00000318821
ENSG00000130340	ENSP00000376024
ENSG00000086717	ENSP00000354871
ENSG00000156711	ENSP00000211287
ENSG00000136754	ENSP00000365312
ENSG00000198003	ENSP00000348757
ENSG00000169857	ENSP00000306822
ENSG00000163600	ENSP00000319476
ENSG00000185883	ENSP00000329757
ENSG00000232399	ENSP00000414392
ENSG00000139767	ENSP00000267260
ENSG00000197912	ENSP00000268704
ENSG00000170876	ENSP00000303992
ENSG00000139292	ENSP00000266674
ENSG00000154016	ENSP00000284154
ENSG00000137947	ENSP00000359531
ENSG00000076826	ENSP00000416797
ENSG00000114933	ENSP00000384198
ENSG00000183313	ENSP00000330338
ENSG00000203879	ENSP00000394071
ENSG00000137073	ENSP00000368540
ENSG00000079156	ENSP00000376293
ENSG00000146963	ENSP00000347005
ENSG00000070915	ENSP00000402152
ENSG00000080608	ENSP00000380982
ENSG00000137252	ENSP00000477548
ENSG00000172548	ENSP00000311687
ENSG00000132603	ENSP00000254940
ENSG00000143493	ENSP00000355961
ENSG00000129910	ENSP00000289746
ENSG00000147443	ENSP00000276420
ENSG00000111087	ENSP00000228682
ENSG00000132382	ENSP00000370968
ENSG00000166508	ENSP00000307288
ENSG00000143839	ENSP00000272190
ENSG00000169813	ENSP00000400433
ENSG00000166006	ENSP00000449253
ENSG00000066027	ENSP00000261461
ENSG00000128872	ENSP00000249700
ENSG00000273703	ENSP00000477907
ENSG00000140006	ENSP00000378399
ENSG00000170855	ENSP00000449795
ENSG00000168952	ENSP00000324302
ENSG00000258529	ENSP00000482396
ENSG00000006638	ENSP00000393333
ENSG00000144485	ENSP00000272937
ENSG00000170522	ENSP00000378105
ENSG00000136002	ENSP00000316845
ENSG00000249915	ENSP00000264933
ENSG00000163297	ENSP00000306185
ENSG00000113504	ENSP00000264930
ENSG00000135164	ENSP00000378193
ENSG00000166183	ENSP00000450040
ENSG00000116703	ENSP00000375855
ENSG00000198077	ENSP00000301146
ENSG00000173517	ENSP00000452796
ENSG00000179284	ENSP00000323155
ENSG00000145741	ENSP00000369965
ENSG00000143590	ENSP00000357393
ENSG00000164944	ENSP00000297591
ENSG00000075131	ENSP00000261881
ENSG00000127152	ENSP00000349723
ENSG00000131323	ENSP00000454207
ENSG00000221983	ENSP00000388107
ENSG00000132718	ENSP00000357307
ENSG00000099624	ENSP00000215375
ENSG00000166670	ENSP00000279441
ENSG00000196812	ENSP00000366527
ENSG00000274997	ENSP00000366679
ENSG00000197888	ENSP00000320401
ENSG00000030582	ENSP00000053867
ENSG00000159915	ENSP00000375820
ENSG00000145592	ENSP00000274242
ENSG00000148795	ENSP00000358903
ENSG00000115594	ENSP00000386380
ENSG00000112486	ENSP00000383715
ENSG00000102897	ENSP00000379367
ENSG00000005513	ENSP00000293894
ENSG00000140391	ENSP00000267970
ENSG00000077080	ENSP00000160382
ENSG00000180096	ENSP00000324511
ENSG00000115053	ENSP00000318195
ENSG00000168539	ENSP00000306490
ENSG00000084073	ENSP00000361845
ENSG00000015413	ENSP00000376807
ENSG00000214530	ENSP00000335247
ENSG00000117118	ENSP00000364649
ENSG00000146243	ENSP00000358956
ENSG00000085265	ENSP00000360871
ENSG00000177932	ENSP00000324064
ENSG00000165688	ENSP00000360782
ENSG00000127418	ENSP00000381498
ENSG00000169375	ENSP00000378402
ENSG00000106268	ENSP00000380241
ENSG00000110243	ENSP00000445002
ENSG00000125498	ENSP00000336769
ENSG00000129455	ENSP00000375682
ENSG00000103266	ENSP00000219548
ENSG00000177192	ENSP00000365837
ENSG00000064835	ENSP00000342931
ENSG00000112062	ENSP00000229795
ENSG00000141068	ENSP00000381958
ENSG00000122986	ENSP00000349181
ENSG00000108523	ENSP00000262482
ENSG00000172154	ENSP00000303864
ENSG00000163539	ENSP00000417518
ENSG00000145388	ENSP00000373474
ENSG00000164344	ENSP00000264690
ENSG00000110203	ENSP00000481114
ENSG00000068654	ENSP00000263857
ENSG00000136488	ENSP00000316416
ENSG00000163507	ENSP00000295746
ENSG00000139546	ENSP00000266987
ENSG00000181693	ENSP00000323595
ENSG00000188976	ENSP00000317992
ENSG00000185640	ENSP00000328358
ENSG00000069431	ENSP00000261200
ENSG00000049283	ENSP00000268933
ENSG00000070019	ENSP00000261170
ENSG00000182083	ENSP00000322435
ENSG00000116337	ENSP00000256578
ENSG00000167553	ENSP00000301072
ENSG00000125037	ENSP00000245046
ENSG00000196584	ENSP00000352271
ENSG00000277932	ENSP00000480583
ENSG00000048540	ENSP00000442786
ENSG00000163520	ENSP00000384169
ENSG00000170465	ENSP00000252250
ENSG00000242515	ENSP00000343838
ENSG00000161509	ENSP00000293190
ENSG00000120334	ENSP00000348527
ENSG00000018280	ENSP00000233202
ENSG00000179546	ENSP00000363748
ENSG00000123415	ENSP00000424191
ENSG00000054116	ENSP00000480332
ENSG00000203785	ENSP00000357740
ENSG00000115252	ENSP00000410309
ENSG00000184908	ENSP00000364831
ENSG00000143258	ENSP00000356981
ENSG00000143727	ENSP00000272067
ENSG00000174021	ENSP00000359675
ENSG00000169962	ENSP00000344411
ENSG00000077549	ENSP00000401010
ENSG00000132952	ENSP00000255304
ENSG00000182957	ENSP00000398560
ENSG00000100225	ENSP00000266087
ENSG00000120688	ENSP00000368801
ENSG00000159216	ENSP00000300305
ENSG00000160214	ENSP00000417464
ENSG00000081138	ENSP00000381058
ENSG00000134884	ENSP00000383059
ENSG00000204977	ENSP00000348299
ENSG00000150637	ENSP00000280200
ENSG00000033170	ENSP00000353910
ENSG00000118939	ENSP00000366819
ENSG00000160182	ENSP00000291527
ENSG00000133104	ENSP00000414147
ENSG00000112685	ENSP00000230449
ENSG00000254093	ENSP00000318966
ENSG00000080839	ENSP00000362768
ENSG00000120696	ENSP00000368797
ENSG00000125676	ENSP00000245838
ENSG00000075240	ENSP00000385689
ENSG00000151388	ENSP00000422554
ENSG00000179542	ENSP00000469205
ENSG00000154162	ENSP00000371689
ENSG00000183778	ENSP00000381699
ENSG00000101298	ENSP00000371297
ENSG00000174721	ENSP00000339067
ENSG00000171791	ENSP00000381185
ENSG00000160633	ENSP00000467423
ENSG00000105278	ENSP00000262961
ENSG00000111912	ENSP00000376269
ENSG00000151748	ENSP00000324729
ENSG00000185386	ENSP00000333685
ENSG00000132541	ENSP00000254878
ENSG00000100162	ENSP00000215980
ENSG00000156671	ENSP00000438042
ENSG00000165192	ENSP00000417914
ENSG00000181274	ENSP00000360058
ENSG00000165804	ENSP00000354206
ENSG00000114378	ENSP00000266031
ENSG00000105662	ENSP00000345001
ENSG00000111196	ENSP00000319240
ENSG00000147614	ENSP00000285393
ENSG00000196924	ENSP00000358866
ENSG00000172243	ENSP00000302569
ENSG00000137809	ENSP00000327290
ENSG00000215305	ENSP00000369810
ENSG00000099290	ENSP00000282633
ENSG00000035403	ENSP00000211998
ENSG00000164440	ENSP00000351206
ENSG00000156831	ENSP00000287437
ENSG00000112984	ENSP00000378356
ENSG00000196867	ENSP00000301318
ENSG00000261456	ENSP00000456206
ENSG00000221954	ENSP00000334418
ENSG00000079459	ENSP00000480828
ENSG00000078140	ENSP00000261427
ENSG00000121289	ENSP00000306105
ENSG00000144834	ENSP00000377494
ENSG00000159423	ENSP00000364490
ENSG00000156127	ENSP00000286639
ENSG00000205268	ENSP00000385632
ENSG00000102359	ENSP00000362095
ENSG00000104760	ENSP00000381133
ENSG00000103257	ENSP00000261622
ENSG00000175215	ENSP00000381148
ENSG00000107140	ENSP00000481045
ENSG00000186509	ENSP00000334934
ENSG00000186471	ENSP00000360485
ENSG00000176887	ENSP00000322568
ENSG00000141179	ENSP00000268896
ENSG00000157851	ENSP00000288699
ENSG00000159224	ENSP00000350005
ENSG00000103187	ENSP00000262428
ENSG00000114107	ENSP00000264982
ENSG00000095002	ENSP00000233146
ENSG00000140093	ENSP00000261994
ENSG00000148090	ENSP00000364883
ENSG00000171611	ENSP00000477815
ENSG00000103415	ENSP00000477572
ENSG00000140092	ENSP00000345008
ENSG00000165821	ENSP00000483562
ENSG00000139287	ENSP00000329093
ENSG00000198113	ENSP00000350102
ENSG00000214717	ENSP00000370621
ENSG00000155115	ENSP00000357863
ENSG00000142511	ENSP00000270590
ENSG00000119596	ENSP00000324463
ENSG00000179083	ENSP00000318974
ENSG00000163581	ENSP00000323568
ENSG00000170848	ENSP00000292125
ENSG00000164484	ENSP00000376224
ENSG00000187475	ENSP00000341214
ENSG00000012983	ENSP00000013125
ENSG00000059758	ENSP00000261211
ENSG00000101871	ENSP00000312678
ENSG00000116745	ENSP00000262340
ENSG00000179029	ENSP00000314116
ENSG00000188786	ENSP00000362127
ENSG00000149679	ENSP00000279101
ENSG00000243207	ENSP00000377385
ENSG00000090857	ENSP00000288050
ENSG00000168481	ENSP00000302297
ENSG00000165029	ENSP00000363868
ENSG00000165553	ENSP00000298352
ENSG00000089723	ENSP00000203664
ENSG00000165891	ENSP00000323246
ENSG00000101473	ENSP00000217455
ENSG00000171763	ENSP00000305494
ENSG00000267796	ENSP00000301159
ENSG00000182132	ENSP00000414886
ENSG00000171509	ENSP00000405841
ENSG00000254999	ENSP00000432472
ENSG00000133661	ENSP00000361366
ENSG00000096070	ENSP00000350267
ENSG00000122729	ENSP00000309477
ENSG00000111726	ENSP00000229329
ENSG00000088826	ENSP00000478305
ENSG00000248920	ENSP00000425582
ENSG00000169714	ENSP00000410769
ENSG00000147647	ENSP00000276651
ENSG00000163380	ENSP00000414670
ENSG00000129675	ENSP00000250617
ENSG00000164603	ENSP00000297145
ENSG00000101856	ENSP00000217971
ENSG00000103194	ENSP00000457411
ENSG00000189377	ENSP00000472467
ENSG00000074317	ENSP00000308057
ENSG00000151650	ENSP00000357556
ENSG00000065413	ENSP00000282272
ENSG00000160606	ENSP00000292090
ENSG00000095066	ENSP00000380785
ENSG00000149403	ENSP00000435648
ENSG00000105011	ENSP00000263382
ENSG00000121481	ENSP00000356480
ENSG00000166908	ENSP00000347032
ENSG00000129219	ENSP00000263088
ENSG00000123297	ENSP00000313877
ENSG00000170624	ENSP00000338343
ENSG00000156853	ENSP00000287461
ENSG00000173726	ENSP00000355566
ENSG00000168743	ENSP00000389252
ENSG00000106772	ENSP00000365908
ENSG00000168672	ENSP00000302578
ENSG00000119711	ENSP00000450436
ENSG00000164932	ENSP00000330523
ENSG00000114735	ENSP00000404843
ENSG00000204131	ENSP00000424079
ENSG00000164061	ENSP00000296452
ENSG00000174996	ENSP00000399403
ENSG00000179344	ENSP00000364080
ENSG00000132313	ENSP00000338389
ENSG00000136874	ENSP00000259400
ENSG00000197321	ENSP00000348128
ENSG00000172179	ENSP00000302150
ENSG00000039068	ENSP00000261769
ENSG00000197265	ENSP00000348168
ENSG00000214960	ENSP00000385478
ENSG00000179841	ENSP00000378207
ENSG00000073350	ENSP00000376333
ENSG00000090432	ENSP00000264198
ENSG00000151247	ENSP00000425561
ENSG00000147873	ENSP00000484479
ENSG00000188868	ENSP00000293725
ENSG00000130433	ENSP00000252729
ENSG00000182004	ENSP00000400591
ENSG00000119383	ENSP00000377036
ENSG00000118495	ENSP00000353734
ENSG00000116266	ENSP00000359025
ENSG00000105974	ENSP00000339191
ENSG00000197903	ENSP00000349430
ENSG00000140105	ENSP00000347495
ENSG00000008517	ENSP00000432218
ENSG00000095380	ENSP00000210444
ENSG00000164330	ENSP00000322898
ENSG00000155868	ENSP00000286317
ENSG00000145384	ENSP00000274024
ENSG00000135702	ENSP00000338783
ENSG00000047365	ENSP00000302895
ENSG00000145192	ENSP00000393887
ENSG00000175356	ENSP00000429969
ENSG00000145901	ENSP00000317891
ENSG00000184014	ENSP00000328524
ENSG00000186146	ENSP00000335538
ENSG00000145416	ENSP00000427223
ENSG00000158874	ENSP00000356969
ENSG00000149541	ENSP00000265471
ENSG00000113231	ENSP00000264917
ENSG00000130544	ENSP00000252840
ENSG00000064999	ENSP00000353518
ENSG00000165325	ENSP00000298050
ENSG00000151552	ENSP00000281243
ENSG00000087088	ENSP00000293288
ENSG00000143498	ENSP00000339976
ENSG00000178950	ENSP00000314499
ENSG00000172113	ENSP00000416658
ENSG00000174206	ENSP00000311486
ENSG00000128422	ENSP00000308452
ENSG00000131018	ENSP00000356224
ENSG00000221813	ENSP00000386151
ENSG00000163069	ENSP00000370839
ENSG00000064547	ENSP00000443256
ENSG00000160145	ENSP00000240874
ENSG00000189181	ENSP00000339726
ENSG00000166199	ENSP00000302232
ENSG00000135094	ENSP00000257549
ENSG00000137692	ENSP00000260247
ENSG00000129204	ENSP00000460380
ENSG00000117602	ENSP00000363516
ENSG00000181499	ENSP00000325203
ENSG00000139289	ENSP00000266671
ENSG00000075415	ENSP00000228318
ENSG00000198851	ENSP00000354566
ENSG00000083812	ENSP00000444812
ENSG00000128709	ENSP00000249499
ENSG00000185627	ENSP00000396937
ENSG00000130598	ENSP00000371331
ENSG00000143387	ENSP00000271651
ENSG00000105989	ENSP00000265441
ENSG00000161204	ENSP00000411471
ENSG00000213512	ENSP00000294671
ENSG00000205307	ENSP00000481351
ENSG00000244122	ENSP00000362525
ENSG00000183560	ENSP00000332963
ENSG00000138439	ENSP00000376071
ENSG00000254647	ENSP00000380432
ENSG00000106459	ENSP00000376924
ENSG00000184922	ENSP00000329219
ENSG00000184144	ENSP00000330633
ENSG00000087191	ENSP00000310572
ENSG00000176261	ENSP00000417677
ENSG00000135506	ENSP00000318165
ENSG00000113966	ENSP00000337722
ENSG00000144579	ENSP00000273062
ENSG00000255374	ENSP00000431719
ENSG00000111012	ENSP00000228606
ENSG00000168883	ENSP00000312981
ENSG00000123352	ENSP00000448228
ENSG00000255307	ENSP00000432011
ENSG00000270276	ENSP00000462355
ENSG00000187736	ENSP00000349313
ENSG00000173627	ENSP00000310622
ENSG00000163568	ENSP00000357112
ENSG00000009790	ENSP00000355991
ENSG00000117597	ENSP00000419005
ENSG00000203667	ENSP00000406327
ENSG00000163221	ENSP00000357726
ENSG00000143401	ENSP00000463154
ENSG00000244414	ENSP00000314299
ENSG00000156261	ENSP00000286788
ENSG00000205726	ENSP00000370719
ENSG00000101425	ENSP00000262865
ENSG00000100625	ENSP00000216513
ENSG00000179600	ENSP00000478993
ENSG00000101079	ENSP00000345292
ENSG00000101361	ENSP00000370589
ENSG00000187601	ENSP00000343706
ENSG00000032742	ENSP00000323580
ENSG00000145536	ENSP00000274181
ENSG00000101413	ENSP00000362532
ENSG00000066455	ENSP00000163416
ENSG00000185352	ENSP00000365895
ENSG00000100335	ENSP00000327124
ENSG00000134363	ENSP00000256759
ENSG00000102021	ENSP00000360988
ENSG00000101335	ENSP00000279022
ENSG00000185010	ENSP00000353393
ENSG00000104442	ENSP00000276569
ENSG00000165084	ENSP00000427820
ENSG00000141446	ENSP00000269214
ENSG00000159131	ENSP00000371253
ENSG00000102265	ENSP00000218388
ENSG00000130254	ENSP00000252542
ENSG00000152661	ENSP00000282561
ENSG00000250722	ENSP00000420939
ENSG00000100281	ENSP00000216106
ENSG00000142166	ENSP00000270139
ENSG00000104341	ENSP00000402301
ENSG00000137054	ENSP00000367029
ENSG00000083223	ENSP00000365130
ENSG00000103381	ENSP00000371193
ENSG00000111880	ENSP00000358497
ENSG00000130311	ENSP00000352928
ENSG00000099139	ENSP00000446280
ENSG00000101246	ENSP00000483486
ENSG00000211455	ENSP00000373684
ENSG00000157796	ENSP00000382717
ENSG00000174306	ENSP00000312222
ENSG00000025708	ENSP00000379038
ENSG00000135720	ENSP00000258198
ENSG00000163814	ENSP00000296129
ENSG00000173334	ENSP00000312150
ENSG00000080822	ENSP00000421226
ENSG00000149527	ENSP00000367747
ENSG00000106546	ENSP00000242057
ENSG00000173467	ENSP00000308606
ENSG00000158290	ENSP00000384109
ENSG00000141570	ENSP00000269385
ENSG00000146242	ENSP00000358765
ENSG00000125503	ENSP00000263433
ENSG00000165115	ENSP00000297814
ENSG00000102385	ENSP00000378635
ENSG00000166889	ENSP00000300146
ENSG00000065518	ENSP00000184266
ENSG00000169371	ENSP00000454852
ENSG00000125991	ENSP00000349970
ENSG00000082556	ENSP00000265572
ENSG00000173611	ENSP00000362650
ENSG00000153233	ENSP00000283228
ENSG00000119125	ENSP00000238018
ENSG00000197982	ENSP00000362133
ENSG00000132386	ENSP00000254722
ENSG00000092200	ENSP00000382895
ENSG00000112599	ENSP00000230361
ENSG00000090402	ENSP00000264382
ENSG00000101981	ENSP00000218099
ENSG00000131183	ENSP00000321424
ENSG00000006128	ENSP00000321106
ENSG00000019186	ENSP00000216862
ENSG00000022976	ENSP00000399863
ENSG00000173156	ENSP00000308576
ENSG00000162378	ENSP00000294353
ENSG00000172889	ENSP00000360764
ENSG00000120533	ENSP00000429986
ENSG00000255804	ENSP00000437629
ENSG00000152284	ENSP00000282111
ENSG00000158089	ENSP00000314500
ENSG00000073803	ENSP00000265026
ENSG00000100577	ENSP00000216465
ENSG00000136044	ENSP00000446917
ENSG00000104368	ENSP00000220809
ENSG00000109047	ENSP00000226193
ENSG00000130717	ENSP00000361285
ENSG00000137714	ENSP00000260270
ENSG00000137699	ENSP00000343129
ENSG00000152439	ENSP00000282292
ENSG00000171817	ENSP00000466274
ENSG00000168476	ENSP00000303482
ENSG00000204673	ENSP00000375711
ENSG00000266964	ENSP00000481244
ENSG00000171766	ENSP00000379895
ENSG00000102103	ENSP00000218224
ENSG00000187678	ENSP00000344967
ENSG00000089195	ENSP00000203001
ENSG00000089472	ENSP00000430620
ENSG00000106049	ENSP00000265395
ENSG00000116752	ENSP00000358554
ENSG00000175283	ENSP00000361667
ENSG00000047315	ENSP00000370625
ENSG00000164111	ENSP00000296511
ENSG00000115107	ENSP00000376822
ENSG00000150783	ENSP00000280358
ENSG00000114867	ENSP00000416255
ENSG00000197363	ENSP00000353058
ENSG00000107815	ENSP00000309595
ENSG00000109113	ENSP00000413156
ENSG00000143155	ENSP00000356807
ENSG00000198242	ENSP00000389103
ENSG00000165202	ENSP00000297913
ENSG00000197965	ENSP00000352513
ENSG00000198315	ENSP00000332750
ENSG00000175467	ENSP00000310448
ENSG00000059377	ENSP00000389414
ENSG00000141480	ENSP00000403701
ENSG00000116679	ENSP00000356468
ENSG00000171481	ENSP00000302863
ENSG00000037749	ENSP00000322956
ENSG00000133393	ENSP00000255759
ENSG00000168397	ENSP00000384259
ENSG00000110195	ENSP00000377284
ENSG00000115255	ENSP00000233596
ENSG00000204179	ENSP00000363459
ENSG00000010932	ENSP00000481732
ENSG00000204590	ENSP00000365806
ENSG00000137875	ENSP00000260442
ENSG00000029993	ENSP00000359393
ENSG00000271321	ENSP00000474388
ENSG00000099849	ENSP00000380713
ENSG00000073536	ENSP00000413572
ENSG00000241468	ENSP00000292475
ENSG00000148215	ENSP00000362784
ENSG00000175575	ENSP00000311665
ENSG00000187581	ENSP00000340568
ENSG00000071539	ENSP00000166345
ENSG00000134014	ENSP00000256398
ENSG00000182934	ENSP00000328023
ENSG00000036530	ENSP00000261835
ENSG00000108950	ENSP00000468308
ENSG00000104880	ENSP00000352995
ENSG00000002330	ENSP00000378040
ENSG00000123342	ENSP00000313437
ENSG00000257103	ENSP00000446271
ENSG00000099875	ENSP00000250896
ENSG00000230549	ENSP00000485364
ENSG00000136930	ENSP00000259457
ENSG00000198342	ENSP00000242804
ENSG00000090097	ENSP00000417196
ENSG00000106803	ENSP00000223641
ENSG00000106799	ENSP00000364133
ENSG00000160049	ENSP00000366237
ENSG00000100479	ENSP00000216367
ENSG00000077782	ENSP00000393312
ENSG00000096654	ENSP00000211936
ENSG00000198707	ENSP00000448012
ENSG00000110799	ENSP00000261405
ENSG00000112419	ENSP00000417038
ENSG00000136938	ENSP00000345848
ENSG00000138614	ENSP00000408429
ENSG00000129437	ENSP00000375678
ENSG00000136492	ENSP00000259008
ENSG00000180090	ENSP00000313803
ENSG00000110876	ENSP00000228463
ENSG00000127951	ENSP00000248598
ENSG00000123066	ENSP00000281928
ENSG00000139445	ENSP00000299162
ENSG00000164485	ENSP00000296980
ENSG00000138760	ENSP00000264896
ENSG00000196646	ENSP00000344162
ENSG00000140553	ENSP00000407487
ENSG00000135535	ENSP00000309376
ENSG00000185085	ENSP00000327889
ENSG00000162191	ENSP00000294119
ENSG00000113048	ENSP00000426941
ENSG00000008311	ENSP00000377040
ENSG00000188171	ENSP00000469958
ENSG00000010322	ENSP00000339958
ENSG00000140945	ENSP00000268613
ENSG00000105246	ENSP00000221847
ENSG00000137504	ENSP00000433459
ENSG00000188038	ENSP00000342411
ENSG00000169598	ENSP00000339524
ENSG00000076604	ENSP00000262395
ENSG00000188396	ENSP00000341803
ENSG00000145736	ENSP00000328901
ENSG00000243772	ENSP00000342215
ENSG00000140612	ENSP00000452697
ENSG00000140983	ENSP00000321971
ENSG00000113575	ENSP00000418447
ENSG00000055483	ENSP00000441214
ENSG00000171124	ENSP00000305603
ENSG00000162897	ENSP00000316491
ENSG00000110435	ENSP00000227868
ENSG00000183336	ENSP00000331127
ENSG00000198283	ENSP00000353537
ENSG00000167535	ENSP00000301050
ENSG00000181789	ENSP00000325002
ENSG00000089163	ENSP00000202967
ENSG00000156603	ENSP00000337340
ENSG00000133619	ENSP00000317165
ENSG00000185219	ENSP00000413073
ENSG00000087074	ENSP00000200453
ENSG00000213246	ENSP00000225504
ENSG00000115850	ENSP00000264162
ENSG00000186090	ENSP00000371929
ENSG00000175398	ENSP00000308082
ENSG00000188486	ENSP00000434024
ENSG00000144407	ENSP00000272847
ENSG00000179295	ENSP00000340944
ENSG00000170145	ENSP00000305976
ENSG00000132182	ENSP00000254508
ENSG00000135441	ENSP00000447537
ENSG00000075711	ENSP00000345731
ENSG00000143819	ENSP00000480004
ENSG00000117616	ENSP00000243189
ENSG00000198860	ENSP00000355299
ENSG00000072849	ENSP00000158771
ENSG00000186226	ENSP00000357759
ENSG00000186081	ENSP00000252242
ENSG00000110324	ENSP00000227752
ENSG00000166311	ENSP00000340409
ENSG00000160785	ENSP00000407560
ENSG00000117009	ENSP00000355517
ENSG00000189334	ENSP00000357691
ENSG00000116898	ENSP00000362208
ENSG00000153029	ENSP00000477563
ENSG00000154146	ENSP00000284292
ENSG00000177565	ENSP00000405574
ENSG00000205795	ENSP00000371234
ENSG00000118260	ENSP00000387699
ENSG00000179163	ENSP00000363603
ENSG00000114999	ENSP00000233336
ENSG00000117114	ENSP00000322270
ENSG00000174307	ENSP00000356280
ENSG00000115525	ENSP00000366549
ENSG00000085998	ENSP00000361060
ENSG00000116455	ENSP00000235090
ENSG00000163002	ENSP00000295119
ENSG00000169474	ENSP00000357751
ENSG00000115365	ENSP00000388713
ENSG00000163349	ENSP00000358571
ENSG00000023902	ENSP00000358120
ENSG00000179002	ENSP00000364520
ENSG00000159023	ENSP00000345259
ENSG00000228253	ENSP00000355265
ENSG00000185666	ENSP00000351614
ENSG00000139977	ENSP00000452521
ENSG00000104228	ENSP00000301924
ENSG00000186866	ENSP00000339613
ENSG00000184661	ENSP00000328228
ENSG00000131171	ENSP00000362308
ENSG00000183741	ENSP00000384490
ENSG00000123561	ENSP00000329374
ENSG00000111859	ENSP00000368759
ENSG00000015475	ENSP00000318822
ENSG00000165512	ENSP00000298299
ENSG00000149636	ENSP00000389810
ENSG00000142185	ENSP00000381023
ENSG00000171864	ENSP00000306900
ENSG00000165886	ENSP00000359698
ENSG00000070950	ENSP00000264926
ENSG00000198833	ENSP00000451261
ENSG00000144596	ENSP00000480660
ENSG00000132837	ENSP00000255189
ENSG00000183963	ENSP00000484398
ENSG00000170011	ENSP00000301972
ENSG00000186526	ENSP00000477567
ENSG00000100298	ENSP00000385741
ENSG00000154330	ENSP00000379678
ENSG00000182256	ENSP00000479113
ENSG00000104490	ENSP00000379256
ENSG00000101181	ENSP00000359859
ENSG00000173991	ENSP00000312624
ENSG00000107882	ENSP00000358918
ENSG00000064651	ENSP00000262461
ENSG00000149050	ENSP00000278314
ENSG00000026652	ENSP00000314036
ENSG00000091583	ENSP00000205948
ENSG00000157911	ENSP00000288774
ENSG00000070761	ENSP00000262498
ENSG00000138942	ENSP00000320508
ENSG00000109181	ENSP00000265403
ENSG00000114446	ENSP00000264538
ENSG00000104415	ENSP00000250160
ENSG00000100219	ENSP00000216037
ENSG00000106809	ENSP00000262551
ENSG00000157191	ENSP00000391942
ENSG00000154102	ENSP00000284245
ENSG00000158006	ENSP00000363400
ENSG00000149021	ENSP00000278282
ENSG00000138777	ENSP00000343885
ENSG00000139629	ENSP00000444171
ENSG00000101890	ENSP00000218006
ENSG00000182013	ENSP00000318131
ENSG00000235568	ENSP00000333680
ENSG00000114200	ENSP00000264381
ENSG00000167394	ENSP00000442573
ENSG00000048544	ENSP00000053468
ENSG00000052344	ENSP00000319730
ENSG00000169213	ENSP00000360718
ENSG00000005059	ENSP00000378145
ENSG00000185504	ENSP00000333283
ENSG00000183258	ENSP00000422753
ENSG00000126012	ENSP00000364550
ENSG00000152147	ENSP00000281950
ENSG00000169218	ENSP00000348944
ENSG00000119866	ENSP00000338774
ENSG00000100387	ENSP00000216225
ENSG00000197102	ENSP00000348965
ENSG00000162607	ENSP00000343526
ENSG00000108106	ENSP00000264552
ENSG00000063241	ENSP00000085068
ENSG00000124659	ENSP00000361967
ENSG00000242574	ENSP00000398890
ENSG00000100364	ENSP00000251993
ENSG00000154914	ENSP00000285199
ENSG00000077935	ENSP00000350036
ENSG00000168872	ENSP00000306117
ENSG00000196437	ENSP00000325018
ENSG00000115593	ENSP00000393453
ENSG00000186001	ENSP00000334375
ENSG00000254858	ENSP00000469836
ENSG00000171566	ENSP00000424417
ENSG00000148334	ENSP00000345341
ENSG00000149557	ENSP00000278919
ENSG00000124334	ENSP00000244174
ENSG00000104973	ENSP00000326767
ENSG00000144120	ENSP00000402661
ENSG00000163577	ENSP00000295822
ENSG00000103064	ENSP00000455064
ENSG00000071794	ENSP00000308944
ENSG00000079739	ENSP00000360124
ENSG00000145431	ENSP00000422464
ENSG00000122481	ENSP00000359221
ENSG00000076242	ENSP00000231790
ENSG00000133606	ENSP00000255977
ENSG00000172020	ENSP00000377372
ENSG00000167674	ENSP00000483345
ENSG00000174453	ENSP00000308976
ENSG00000108179	ENSP00000225174
ENSG00000122852	ENSP00000397082
ENSG00000132639	ENSP00000254976
ENSG00000198964	ENSP00000354829
ENSG00000242028	ENSP00000384474
ENSG00000162729	ENSP00000357065
ENSG00000079246	ENSP00000375978
ENSG00000119906	ENSP00000359292
ENSG00000110436	ENSP00000278379
ENSG00000163682	ENSP00000400467
ENSG00000136870	ENSP00000342019
ENSG00000176340	ENSP00000321260
ENSG00000067066	ENSP00000343023
ENSG00000140379	ENSP00000267953
ENSG00000108010	ENSP00000357633
ENSG00000126264	ENSP00000246551
ENSG00000169826	ENSP00000363590
ENSG00000186480	ENSP00000344741
ENSG00000064313	ENSP00000367406
ENSG00000136448	ENSP00000468424
ENSG00000051128	ENSP00000439937
